Map,Player,Team,Agent,Overall VLR Rating,Overall ACS,Overall Kills,Overall Deaths,Overall Assists,Overall +/-,Overall KAST,Overall ADR,Overall HS%,Overall First Kills,Overall First Deaths,Overall First Blood +/-,Attack VLR Rating,Attack ACS,Attack Kills,Attack Deaths,Attack Assists,Attack +/-,Attack KAST,Attack ADR,Attack HS%,Attack First Kills,Attack First Deaths,Attack First Blood +/-,Defense VLR Rating,Defense ACS,Defense Kills,Defense Deaths,Defense Assists,Defense +/-,Defense KAST,Defense ADR,Defense HS%,Defense First Kills,Defense First Deaths,Defense First Blood +/-,Map Result,Rounds Won,Rounds Lost,Total Rounds,Attack Rounds Won,Attack Rounds Lost,Total Attack Rounds,Defense Rounds Won,Defense Rounds Lost,Total Defense Rounds,Attack Half Rounds Won,Attack Half Rounds Lost,Total Attack Half Rounds,Defense Half Rounds Won,Defense Half Rounds Lost,Total Defense Half Rounds,Overtime Attack Rounds Won,Overtime Attack Rounds Lost,Total Overtime Attack Rounds,Overtime Defense Rounds Won,Overtime Defense Rounds Lost,Total Overtime Defense Rounds,Overtime Rounds Won,Overtime Rounds Lost,Total Overtime Rounds
Corrode,cortezia,MIBR,vyse,1.04,192,15,13,5,2,68%,132,61%,0,1,-1,0.57,98,4,8,2,-4,40%,87,75%,0,1,-1,1.42,271,11,5,3,6,92%,169,55%,0,0,0,Win,13,9,22,5,5,10,8,4,12,5,5,10,8,4,12,0,0,0,0,0,0,0,0,0
Corrode,artzin,MIBR,yoru,0.76,179,14,15,3,-1,64%,130,15%,2,6,-4,0.73,161,4,7,3,-3,60%,114,11%,1,4,-3,0.79,195,10,8,0,2,67%,144,19%,1,2,-1,Win,13,9,22,5,5,10,8,4,12,5,5,10,8,4,12,0,0,0,0,0,0,0,0,0
Corrode,keznit,KRÜ,omen,1.09,203,13,14,7,-1,77%,132,31%,4,0,4,0.89,164,6,9,3,-3,75%,95,33%,2,0,2,1.32,250,7,5,4,2,80%,177,30%,2,0,2,Loss,9,13,22,4,8,12,5,5,10,4,8,12,5,5,10,0,0,0,0,0,0,0,0,0
Corrode,Melser,KRÜ,fade,1.03,192,15,13,5,2,77%,126,26%,1,1,0,0.91,156,6,8,3,-2,75%,101,19%,0,1,-1,1.16,236,9,5,2,4,80%,157,31%,1,0,1,Loss,9,13,22,4,8,12,5,5,10,4,8,12,5,5,10,0,0,0,0,0,0,0,0,0
Corrode,Mazino,KRÜ,viper,0.9,163,13,13,2,0,64%,124,24%,1,3,-2,0.9,185,8,9,0,-1,58%,134,22%,1,2,-1,0.91,138,5,4,2,1,70%,111,27%,0,1,-1,Loss,9,13,22,4,8,12,5,5,10,4,8,12,5,5,10,0,0,0,0,0,0,0,0,0
Corrode,Shyy,KRÜ,vyse,0.84,138,11,13,2,-2,77%,93,23%,2,3,-1,0.9,138,6,7,1,-1,67%,101,38%,1,1,0,0.76,140,5,6,1,-1,90%,84,11%,1,2,-1,Loss,9,13,22,4,8,12,5,5,10,4,8,12,5,5,10,0,0,0,0,0,0,0,0,0
Corrode,Dantedeu5,KRÜ,neon,0.45,94,7,15,1,-8,59%,71,40%,3,4,-1,0.17,49,2,10,1,-8,42%,35,33%,0,4,-4,0.79,150,5,5,0,0,80%,115,43%,3,0,3,Loss,9,13,22,4,8,12,5,5,10,4,8,12,5,5,10,0,0,0,0,0,0,0,0,0
Ascent,aspas,MIBR,jett,1.37,308,14,12,1,2,71%,196,39%,2,1,1,1.23,290,11,10,0,1,67%,178,38%,2,1,1,2.21,420,3,2,1,1,100%,305,42%,0,0,0,Loss,1,13,14,1,11,12,0,2,2,1,11,12,0,2,2,0,0,0,0,0,0,0,0,0
Ascent,xenom,MIBR,omen,0.66,169,7,13,5,-6,64%,116,45%,1,2,-1,0.73,175,6,11,5,-5,67%,122,39%,0,2,-2,0.19,139,1,2,0,-1,50%,81,100%,1,0,1,Loss,1,13,14,1,11,12,0,2,2,1,11,12,0,2,2,0,0,0,0,0,0,0,0,0
Ascent,cortezia,MIBR,killjoy,0.47,104,5,12,1,-7,50%,71,19%,0,0,0,0.51,98,4,10,0,-6,50%,66,17%,0,0,0,0.25,148,1,2,1,-1,50%,98,25%,0,0,0,Loss,1,13,14,1,11,12,0,2,2,1,11,12,0,2,2,0,0,0,0,0,0,0,0,0
Ascent,artzin,MIBR,kayo,0.25,106,4,14,5,-10,43%,78,16%,0,4,-4,0.13,81,2,12,5,-10,33%,66,9%,0,4,-4,1,260,2,2,0,0,100%,147,67%,0,0,0,Loss,1,13,14,1,11,12,0,2,2,1,11,12,0,2,2,0,0,0,0,0,0,0,0,0
Ascent,Verno,MIBR,sova,0.09,73,3,14,3,-11,50%,44,33%,0,4,-4,0.19,86,3,12,3,-9,58%,52,33%,0,3,-3,0.01,0,0,2,0,-2,0%,0,0%,0,1,-1,Loss,1,13,14,1,11,12,0,2,2,1,11,12,0,2,2,0,0,0,0,0,0,0,0,0
Ascent,keznit,KRÜ,yoru,2.32,423,22,6,8,16,100%,274,16%,4,0,4,0.32,165,1,2,1,-1,100%,108,25%,0,0,0,2.65,467,21,4,7,17,100%,301,15%,4,0,4,Win,13,1,14,2,0,2,11,1,12,2,0,2,11,1,12,0,0,0,0,0,0,0,0,0
Ascent,Melser,KRÜ,omen,1.56,206,12,5,8,7,93%,140,26%,2,0,2,0.81,187,2,2,1,0,100%,100,0%,0,0,0,1.68,210,10,3,7,7,92%,147,30%,2,0,2,Win,13,1,14,2,0,2,11,1,12,2,0,2,11,1,12,0,0,0,0,0,0,0,0,0
Ascent,Mazino,KRÜ,sova,1.27,265,13,8,4,5,79%,174,29%,1,1,0,2.73,459,4,1,0,3,100%,318,42%,0,0,0,1.03,233,9,7,4,2,75%,151,24%,1,1,0,Win,13,1,14,2,0,2,11,1,12,2,0,2,11,1,12,0,0,0,0,0,0,0,0,0
Ascent,Dantedeu5,KRÜ,jett,1.08,200,8,8,6,0,93%,134,19%,2,2,0,1.27,213,1,1,1,0,100%,150,50%,1,1,0,1.04,198,7,7,5,0,92%,131,16%,1,1,0,Win,13,1,14,2,0,2,11,1,12,2,0,2,11,1,12,0,0,0,0,0,0,0,0,0
Ascent,Shyy,KRÜ,cypher,1.03,156,10,6,5,4,86%,87,10%,2,0,2,0.86,212,2,1,1,1,50%,105,20%,0,0,0,1.06,148,8,5,4,3,92%,85,8%,2,0,2,Win,13,1,14,2,0,2,11,1,12,2,0,2,11,1,12,0,0,0,0,0,0,0,0,0
Haven,cortezia,MIBR,cypher,1.12,200,17,16,2,1,59%,135,42%,2,1,1,1.12,165,7,7,1,0,50%,115,33%,0,0,0,1.12,230,10,9,1,1,67%,152,48%,2,1,1,Loss,9,13,22,5,5,10,4,8,12,5,5,10,4,8,12,0,0,0,0,0,0,0,0,0
Haven,artzin,MIBR,iso,0.95,232,17,18,5,-1,59%,152,23%,2,2,0,0.87,244,8,10,4,-2,50%,148,15%,1,2,-1,1.02,223,9,8,1,1,67%,155,31%,1,0,1,Loss,9,13,22,5,5,10,4,8,12,5,5,10,4,8,12,0,0,0,0,0,0,0,0,0
Haven,xenom,MIBR,omen,0.91,193,14,14,6,0,82%,139,29%,1,2,-1,1.18,275,9,8,3,1,80%,196,29%,0,0,0,0.69,125,5,6,3,-1,83%,91,29%,1,2,-1,Loss,9,13,22,5,5,10,4,8,12,5,5,10,4,8,12,0,0,0,0,0,0,0,0,0
Haven,aspas,MIBR,yoru,0.72,150,10,15,3,-5,64%,103,25%,4,3,1,0.32,116,3,9,2,-6,40%,96,23%,1,3,-2,1.05,179,7,6,1,1,83%,109,27%,3,0,3,Loss,9,13,22,5,5,10,4,8,12,5,5,10,4,8,12,0,0,0,0,0,0,0,0,0
Haven,Verno,MIBR,sova,0.42,109,8,16,3,-8,64%,73,44%,2,3,-1,0.43,132,5,9,1,-4,70%,98,44%,1,2,-1,0.42,90,3,7,2,-4,58%,53,43%,1,1,0,Loss,9,13,22,5,5,10,4,8,12,5,5,10,4,8,12,0,0,0,0,0,0,0,0,0
Haven,keznit,KRÜ,iso,1.66,282,22,11,10,11,91%,198,22%,2,2,0,2.14,337,15,4,4,11,92%,217,23%,1,1,0,1.08,216,7,7,6,0,90%,175,20%,1,1,0,Win,13,9,22,8,4,12,5,5,10,8,4,12,5,5,10,0,0,0,0,0,0,0,0,0
Haven,Dantedeu5,KRÜ,yoru,1.12,206,16,13,9,3,82%,131,24%,4,3,1,1.09,176,8,7,4,1,83%,104,31%,2,1,1,1.16,242,8,6,5,2,80%,164,21%,2,2,0,Win,13,9,22,8,4,12,5,5,10,8,4,12,5,5,10,0,0,0,0,0,0,0,0,0
Haven,Melser,KRÜ,omen,1.12,198,16,15,10,1,86%,133,23%,1,3,-2,0.54,111,4,9,5,-5,83%,84,25%,0,3,-3,1.83,302,12,6,5,6,90%,192,22%,1,0,1,Win,13,9,22,8,4,12,5,5,10,8,4,12,5,5,10,0,0,0,0,0,0,0,0,0
Haven,Mazino,KRÜ,sova,1.08,222,16,14,8,2,86%,147,29%,4,3,1,0.66,161,6,8,3,-2,75%,105,14%,1,3,-2,1.59,297,10,6,5,4,100%,198,47%,3,0,3,Win,13,9,22,8,4,12,5,5,10,8,4,12,5,5,10,0,0,0,0,0,0,0,0,0
Haven,Shyy,KRÜ,cypher,0.79,116,9,13,7,-4,82%,89,21%,0,0,0,0.62,74,3,6,2,-3,83%,53,8%,0,0,0,0.98,168,6,7,5,-1,80%,131,29%,0,0,0,Win,13,9,22,8,4,12,5,5,10,8,4,12,5,5,10,0,0,0,0,0,0,0,0,0
Bind,Kess,100T,brimstone,1.38,223,18,15,10,3,78%,140,24%,3,1,2,1.41,218,10,8,2,2,64%,112,22%,2,1,1,1.36,229,8,7,8,1,92%,167,26%,1,0,1,Win,13,10,23,4,7,11,9,3,12,4,7,11,9,3,12,0,0,0,0,0,0,0,0,0
Bind,Cryocells,100T,yoru,1.15,207,18,14,3,4,74%,138,30%,1,2,-1,1.01,235,9,9,1,0,73%,149,24%,0,0,0,1.28,183,9,5,2,4,75%,128,41%,1,2,-1,Win,13,10,23,4,7,11,9,3,12,4,7,11,9,3,12,0,0,0,0,0,0,0,0,0
Bind,zander,100T,viper,1.04,179,16,14,4,2,74%,114,21%,3,1,2,0.46,113,4,9,2,-5,55%,79,20%,1,1,0,1.56,240,12,5,2,7,92%,146,21%,2,0,2,Win,13,10,23,4,7,11,9,3,12,4,7,11,9,3,12,0,0,0,0,0,0,0,0,0
Bind,Asuna,100T,raze,0.96,191,13,16,11,-3,83%,134,15%,2,6,-4,0.59,166,5,10,3,-5,82%,111,21%,2,2,0,1.3,214,8,6,8,2,83%,155,13%,0,4,-4,Win,13,10,23,4,7,11,9,3,12,4,7,11,9,3,12,0,0,0,0,0,0,0,0,0
Bind,eeiu,100T,fade,0.88,169,16,15,4,1,74%,96,27%,2,2,0,0.54,147,5,10,3,-5,73%,96,58%,1,1,0,1.19,189,11,5,1,6,75%,95,10%,1,1,0,Win,13,10,23,4,7,11,9,3,12,4,7,11,9,3,12,0,0,0,0,0,0,0,0,0
Bind,Ethan,NRG,kayo,1.14,225,18,17,11,1,87%,138,29%,2,2,0,0.98,227,10,11,3,-1,83%,146,29%,1,1,0,1.33,223,8,6,8,2,91%,129,30%,1,1,0,Loss,10,13,23,3,9,12,7,4,11,3,9,12,7,4,11,0,0,0,0,0,0,0,0,0
Bind,skuba,NRG,viper,1.11,198,16,13,4,3,70%,145,14%,0,0,0,0.42,110,3,9,1,-6,42%,91,9%,0,0,0,1.87,296,13,4,3,9,100%,203,17%,0,0,0,Loss,10,13,23,3,9,12,7,4,11,3,9,12,7,4,11,0,0,0,0,0,0,0,0,0
Bind,s0m,NRG,brimstone,1.02,205,15,16,17,-1,87%,133,19%,2,3,-1,0.74,138,4,9,12,-5,83%,84,15%,0,2,-2,1.32,280,11,7,5,4,91%,188,22%,2,1,1,Loss,10,13,23,3,9,12,7,4,11,3,9,12,7,4,11,0,0,0,0,0,0,0,0,0
Bind,brawk,NRG,fade,0.82,169,14,18,12,-4,78%,103,16%,3,1,2,0.72,159,6,10,5,-4,67%,101,20%,3,0,3,0.93,181,8,8,7,0,91%,105,13%,0,1,-1,Loss,10,13,23,3,9,12,7,4,11,3,9,12,7,4,11,0,0,0,0,0,0,0,0,0
Bind,mada,NRG,raze,0.62,162,11,17,3,-6,57%,111,28%,5,5,0,0.64,157,5,9,2,-4,50%,114,30%,3,2,1,0.59,169,6,8,1,-2,64%,109,26%,2,3,-1,Loss,10,13,23,3,9,12,7,4,11,3,9,12,7,4,11,0,0,0,0,0,0,0,0,0
Sunset,eeiu,100T,sova,1.8,281,19,6,5,13,82%,189,34%,3,2,1,1.34,147,3,2,1,1,100%,118,27%,0,0,0,1.99,338,16,4,4,12,75%,218,38%,3,2,1,Win,13,4,17,3,2,5,10,2,12,3,2,5,10,2,12,0,0,0,0,0,0,0,0,0
Sunset,zander,100T,omen,1.41,230,16,7,4,9,88%,141,38%,1,0,1,1.77,333,7,3,0,4,80%,191,42%,0,0,0,1.26,187,9,4,4,5,92%,120,35%,1,0,1,Win,13,4,17,3,2,5,10,2,12,3,2,5,10,2,12,0,0,0,0,0,0,0,0,0
Sunset,Asuna,100T,neon,1.38,253,14,9,7,5,82%,162,23%,2,3,-1,0.75,205,3,4,2,-1,60%,147,33%,1,2,-1,1.64,274,11,5,5,6,92%,168,21%,1,1,0,Win,13,4,17,3,2,5,10,2,12,3,2,5,10,2,12,0,0,0,0,0,0,0,0,0
Sunset,Kess,100T,cypher,1.22,227,15,7,3,8,88%,136,35%,2,0,2,0.79,205,4,4,1,0,60%,107,80%,1,0,1,1.4,236,11,3,2,8,100%,148,29%,1,0,1,Win,13,4,17,3,2,5,10,2,12,3,2,5,10,2,12,0,0,0,0,0,0,0,0,0
Sunset,Cryocells,100T,yoru,1.09,218,13,11,6,2,88%,134,24%,4,0,4,0.45,93,1,4,2,-3,80%,76,14%,1,0,1,1.35,270,12,7,4,5,92%,158,26%,3,0,3,Win,13,4,17,3,2,5,10,2,12,3,2,5,10,2,12,0,0,0,0,0,0,0,0,0
Sunset,brawk,NRG,sova,0.9,232,13,16,3,-3,59%,171,14%,0,1,-1,0.87,237,8,12,2,-4,58%,185,10%,0,1,-1,0.99,223,5,4,1,1,60%,139,27%,0,0,0,Loss,4,13,17,2,10,12,2,3,5,2,10,12,2,3,5,0,0,0,0,0,0,0,0,0
Sunset,skuba,NRG,viper,0.85,129,8,13,5,-5,53%,79,23%,0,0,0,0.64,129,5,11,1,-6,33%,83,17%,0,0,0,1.34,133,3,2,4,1,100%,69,50%,0,0,0,Loss,4,13,17,2,10,12,2,3,5,2,10,12,2,3,5,0,0,0,0,0,0,0,0,0
Sunset,Ethan,NRG,omen,0.56,143,6,17,9,-11,53%,107,11%,1,2,-1,0.26,77,2,12,1,-10,42%,73,9%,0,1,-1,1.29,302,4,5,8,-1,80%,189,13%,1,1,0,Loss,4,13,17,2,10,12,2,3,5,2,10,12,2,3,5,0,0,0,0,0,0,0,0,0
Sunset,mada,NRG,neon,0.54,170,9,16,0,-7,47%,106,29%,4,5,-1,0.41,149,5,12,0,-7,42%,105,30%,3,4,-1,0.85,224,4,4,0,0,60%,110,27%,1,1,0,Loss,4,13,17,2,10,12,2,3,5,2,10,12,2,3,5,0,0,0,0,0,0,0,0,0
Sunset,s0m,NRG,deadlock,0.25,80,4,15,3,-11,47%,63,63%,0,4,-4,0.05,72,3,12,2,-9,33%,39,100%,0,3,-3,0.71,102,1,3,1,-2,80%,120,50%,0,1,-1,Loss,4,13,17,2,10,12,2,3,5,2,10,12,2,3,5,0,0,0,0,0,0,0,0,0
Corrode,N4RRATE,SEN,fade,1.35,244,17,13,9,4,90%,149,37%,5,1,4,1.52,236,10,5,6,5,100%,134,26%,3,0,3,1.13,255,7,8,3,-1,78%,168,60%,2,1,1,Win,13,8,21,10,2,12,3,6,9,10,2,12,3,6,9,0,0,0,0,0,0,0,0,0
Corrode,zekken,SEN,neon,1.32,282,22,15,3,7,76%,166,27%,7,3,4,1.71,352,16,7,2,9,92%,208,28%,4,1,3,0.8,189,6,8,1,-2,56%,111,27%,3,2,1,Win,13,8,21,10,2,12,3,6,9,10,2,12,3,6,9,0,0,0,0,0,0,0,0,0
Corrode,bang,SEN,omen,1.3,190,15,8,8,7,81%,118,23%,1,0,1,1.15,174,8,4,4,4,83%,97,26%,1,0,1,1.51,214,7,4,4,3,78%,146,20%,0,0,0,Win,13,8,21,10,2,12,3,6,9,10,2,12,3,6,9,0,0,0,0,0,0,0,0,0
Corrode,johnqt,SEN,viper,1.04,182,14,11,3,3,86%,117,14%,2,0,2,1.45,219,10,4,3,6,100%,146,11%,1,0,1,0.49,134,4,7,0,-3,67%,78,23%,1,0,1,Win,13,8,21,10,2,12,3,6,9,10,2,12,3,6,9,0,0,0,0,0,0,0,0,0
Corrode,Zellsis,SEN,vyse,0.91,193,15,13,2,2,76%,132,18%,2,0,2,1.02,208,10,6,1,4,75%,132,10%,2,0,2,0.76,174,5,7,1,-2,78%,132,28%,0,0,0,Win,13,8,21,10,2,12,3,6,9,10,2,12,3,6,9,0,0,0,0,0,0,0,0,0
Corrode,trent,G2,sova,1.28,281,18,16,4,2,67%,201,28%,1,2,-1,1.49,289,9,5,2,4,100%,204,32%,1,0,1,1.13,275,9,11,2,-2,42%,199,26%,0,2,-2,Loss,8,13,21,6,3,9,2,10,12,6,3,9,2,10,12,0,0,0,0,0,0,0,0,0
Corrode,valyn,G2,omen,0.87,157,12,15,8,-3,57%,106,21%,0,4,-4,1.12,187,7,5,4,2,67%,118,27%,0,2,-2,0.68,135,5,10,4,-5,50%,96,15%,0,2,-2,Loss,8,13,21,6,3,9,2,10,12,6,3,9,2,10,12,0,0,0,0,0,0,0,0,0
Corrode,JonahP,G2,viper,0.78,130,9,15,5,-6,76%,93,30%,2,3,-1,0.98,110,4,4,3,0,78%,86,36%,1,2,-1,0.64,145,5,11,2,-6,75%,99,26%,1,1,0,Loss,8,13,21,6,3,9,2,10,12,6,3,9,2,10,12,0,0,0,0,0,0,0,0,0
Corrode,jawgemo,G2,yoru,0.75,210,14,20,6,-6,57%,151,39%,1,4,-3,1.22,305,9,8,3,1,78%,224,36%,1,1,0,0.39,139,5,12,3,-7,42%,97,42%,0,3,-3,Loss,8,13,21,6,3,9,2,10,12,6,3,9,2,10,12,0,0,0,0,0,0,0,0,0
Corrode,BABYBAY,G2,vyse,0.46,110,7,17,6,-10,62%,83,21%,0,4,-4,0.72,169,5,7,4,-2,78%,129,19%,0,1,-1,0.27,67,2,10,2,-8,50%,49,23%,0,3,-3,Loss,8,13,21,6,3,9,2,10,12,6,3,9,2,10,12,0,0,0,0,0,0,0,0,0
Ascent,N4RRATE,SEN,sova,1.01,230,14,16,6,-2,79%,140,31%,3,1,2,0.73,221,5,6,1,-1,86%,139,40%,2,1,1,1.17,235,9,10,5,-1,75%,141,27%,1,0,1,Loss,6,13,19,3,4,7,3,9,12,3,4,7,3,9,12,0,0,0,0,0,0,0,0,0
Ascent,johnqt,SEN,cypher,0.89,176,10,11,6,-1,58%,120,24%,1,0,1,0.42,92,2,5,1,-3,43%,69,29%,0,0,0,1.17,225,8,6,5,2,67%,149,23%,1,0,1,Loss,6,13,19,3,4,7,3,9,12,3,4,7,3,9,12,0,0,0,0,0,0,0,0,0
Ascent,bang,SEN,omen,0.83,162,10,14,4,-4,68%,100,33%,1,1,0,1.38,220,6,4,1,2,71%,124,50%,1,0,1,0.5,129,4,10,3,-6,67%,86,24%,0,1,-1,Loss,6,13,19,3,4,7,3,9,12,3,4,7,3,9,12,0,0,0,0,0,0,0,0,0
Ascent,Zellsis,SEN,deadlock,0.74,178,12,16,1,-4,58%,108,26%,1,2,-1,0.44,133,3,6,0,-3,57%,89,33%,0,0,0,0.91,205,9,10,1,-1,58%,119,22%,1,2,-1,Loss,6,13,19,3,4,7,3,9,12,3,4,7,3,9,12,0,0,0,0,0,0,0,0,0
Ascent,zekken,SEN,yoru,0.45,129,9,16,2,-7,58%,90,40%,3,6,-3,0.54,148,4,6,1,-2,71%,98,43%,1,2,-1,0.4,120,5,10,1,-5,50%,86,36%,2,4,-2,Loss,6,13,19,3,4,7,3,9,12,3,4,7,3,9,12,0,0,0,0,0,0,0,0,0
Ascent,trent,G2,sova,1.79,311,21,10,8,11,89%,193,37%,3,0,3,1.63,263,11,6,5,5,92%,177,50%,1,0,1,2.07,395,10,4,3,6,86%,220,24%,2,0,2,Win,13,6,19,9,3,12,4,3,7,9,3,12,4,3,7,0,0,0,0,0,0,0,0,0
Ascent,JonahP,G2,vyse,1.26,200,14,9,4,5,84%,128,25%,1,0,1,1.23,213,9,6,3,3,83%,140,17%,0,0,0,1.33,179,5,3,1,2,86%,108,45%,1,0,1,Win,13,6,19,9,3,12,4,3,7,9,3,12,4,3,7,0,0,0,0,0,0,0,0,0
Ascent,valyn,G2,omen,1.07,180,14,12,11,2,63%,100,32%,0,4,-4,0.98,175,9,8,6,1,67%,104,29%,0,2,-2,1.23,189,5,4,5,1,57%,92,38%,0,2,-2,Win,13,6,19,9,3,12,4,3,7,9,3,12,4,3,7,0,0,0,0,0,0,0,0,0
Ascent,BABYBAY,G2,chamber,1.02,164,10,10,4,0,68%,123,26%,4,2,2,1.34,194,8,5,3,3,83%,146,22%,4,1,3,0.47,114,2,5,1,-3,43%,82,40%,0,1,-1,Win,13,6,19,9,3,12,4,3,7,9,3,12,4,3,7,0,0,0,0,0,0,0,0,0
Ascent,jawgemo,G2,yoru,0.82,205,14,14,8,0,74%,140,33%,2,3,-1,0.61,212,9,10,4,-1,67%,137,33%,2,2,0,1.18,194,5,4,4,1,86%,145,31%,0,1,-1,Win,13,6,19,9,3,12,4,3,7,9,3,12,4,3,7,0,0,0,0,0,0,0,0,0
Lotus,Zellsis,SEN,vyse,1.23,191,18,16,6,2,65%,130,33%,2,2,0,1.59,234,12,9,1,3,54%,152,34%,0,1,-1,0.87,149,6,7,5,-1,77%,107,29%,2,1,1,Win,14,12,26,5,8,13,9,4,13,4,8,12,8,4,12,1,0,1,1,0,1,2,0,2
Lotus,zekken,SEN,raze,1.19,277,26,18,4,8,65%,179,24%,4,6,-2,0.57,176,7,12,2,-5,46%,113,33%,2,4,-2,1.82,380,19,6,2,13,85%,245,21%,2,2,0,Win,14,12,26,5,8,13,9,4,13,4,8,12,8,4,12,1,0,1,1,0,1,2,0,2
Lotus,johnqt,SEN,viper,1.06,159,14,15,10,-1,73%,116,15%,1,0,1,0.99,167,7,9,4,-2,62%,107,9%,1,0,1,1.13,153,7,6,6,1,85%,125,21%,0,0,0,Win,14,12,26,5,8,13,9,4,13,4,8,12,8,4,12,1,0,1,1,0,1,2,0,2
Lotus,N4RRATE,SEN,fade,0.88,184,17,18,8,-1,73%,107,10%,4,2,2,0.44,95,4,10,4,-6,62%,67,18%,1,1,0,1.32,274,13,8,4,5,85%,146,7%,3,1,2,Win,14,12,26,5,8,13,9,4,13,4,8,12,8,4,12,1,0,1,1,0,1,2,0,2
Lotus,bang,SEN,omen,0.86,167,16,17,6,-1,62%,108,50%,0,5,-5,0.5,109,4,10,3,-6,46%,78,40%,0,3,-3,1.23,226,12,7,3,5,77%,138,59%,0,2,-2,Win,14,12,26,5,8,13,9,4,13,4,8,12,8,4,12,1,0,1,1,0,1,2,0,2
Lotus,valyn,G2,omen,1.41,275,26,17,8,9,77%,181,23%,3,0,3,1.03,238,10,12,3,-2,62%,154,21%,2,0,2,1.8,313,16,5,5,11,92%,208,25%,1,0,1,Loss,12,14,26,4,9,13,8,5,13,4,8,12,8,4,12,0,1,1,0,1,1,0,2,2
Lotus,jawgemo,G2,yoru,1.11,224,19,17,10,2,69%,145,22%,7,4,3,0.86,219,9,11,2,-2,54%,139,20%,4,3,1,1.37,231,10,6,8,4,85%,150,23%,3,1,2,Loss,12,14,26,4,9,13,8,5,13,4,8,12,8,4,12,0,1,1,0,1,1,0,2,2
Lotus,JonahP,G2,fade,0.88,177,16,20,10,-4,69%,103,19%,1,2,-1,0.78,150,6,11,4,-5,62%,105,32%,0,1,-1,0.98,205,10,9,6,1,77%,102,10%,1,1,0,Loss,12,14,26,4,9,13,8,5,13,4,8,12,8,4,12,0,1,1,0,1,1,0,2,2
Lotus,trent,G2,tejo,0.73,105,10,16,7,-6,62%,66,10%,1,1,0,0.52,81,4,11,5,-7,46%,46,10%,0,1,-1,0.93,130,6,5,2,1,77%,86,9%,1,0,1,Loss,12,14,26,4,9,13,8,5,13,4,8,12,8,4,12,0,1,1,0,1,1,0,2,2
Lotus,BABYBAY,G2,viper,0.64,160,13,21,4,-8,65%,109,21%,3,4,-1,0.47,123,5,12,2,-7,54%,95,28%,0,2,-2,0.81,199,8,9,2,-1,77%,123,17%,3,2,1,Loss,12,14,26,4,9,13,8,5,13,4,8,12,8,4,12,0,1,1,0,1,1,0,2,2
Ascent,pryze,2G,sova,1.17,185,15,14,5,1,67%,139,34%,0,0,0,1.19,177,6,7,2,-1,44%,118,28%,0,0,0,1.15,192,9,7,3,2,83%,154,40%,0,0,0,Loss,8,13,21,2,7,9,6,6,12,2,7,9,6,6,12,0,0,0,0,0,0,0,0,0
Ascent,silentzz,2G,jett,1.01,221,18,15,0,3,57%,132,26%,5,6,-1,0.69,170,6,8,0,-2,44%,111,42%,1,4,-3,1.25,260,12,7,0,5,67%,148,16%,4,2,2,Loss,8,13,21,2,7,9,6,6,12,2,7,9,6,6,12,0,0,0,0,0,0,0,0,0
Ascent,spike,2G,kayo,0.81,184,11,19,11,-8,52%,119,28%,2,3,-1,0.44,106,2,9,4,-7,44%,69,40%,1,1,0,1.08,243,9,10,7,-1,58%,156,23%,1,2,-1,Loss,8,13,21,2,7,9,6,6,12,2,7,9,6,6,12,0,0,0,0,0,0,0,0,0
Ascent,lz,2G,omen,0.76,159,12,18,6,-6,48%,112,41%,0,2,-2,0.56,151,4,9,2,-5,33%,110,36%,0,1,-1,0.9,167,8,9,4,-1,58%,113,44%,0,1,-1,Loss,8,13,21,2,7,9,6,6,12,2,7,9,6,6,12,0,0,0,0,0,0,0,0,0
Ascent,gobera,2G,cypher,0.32,121,7,19,6,-12,52%,82,40%,1,2,-1,0.13,97,2,9,2,-7,33%,72,20%,1,0,1,0.47,139,5,10,4,-5,67%,90,53%,0,2,-2,Loss,8,13,21,2,7,9,6,6,12,2,7,9,6,6,12,0,0,0,0,0,0,0,0,0
Ascent,jawgemo,G2,yoru,1.48,287,22,12,6,10,81%,180,19%,3,3,0,1.56,354,16,9,2,7,75%,216,21%,2,2,0,1.37,200,6,3,4,3,89%,131,14%,1,1,0,Win,13,8,21,6,6,12,7,2,9,6,6,12,7,2,9,0,0,0,0,0,0,0,0,0
Ascent,trent,G2,sova,1.2,229,18,12,9,6,81%,140,31%,1,1,0,0.9,170,7,8,5,-1,75%,109,19%,0,0,0,1.59,309,11,4,4,7,89%,181,50%,1,1,0,Win,13,8,21,6,6,12,7,2,9,6,6,12,7,2,9,0,0,0,0,0,0,0,0,0
Ascent,JonahP,G2,vyse,1.17,227,19,14,4,5,71%,148,22%,2,0,2,0.64,149,6,10,4,-4,50%,98,15%,0,0,0,1.89,332,13,4,0,9,100%,213,27%,2,0,2,Win,13,8,21,6,6,12,7,2,9,6,6,12,7,2,9,0,0,0,0,0,0,0,0,0
Ascent,valyn,G2,omen,1,154,11,11,10,0,81%,89,28%,2,0,2,0.85,121,5,7,6,-2,75%,69,15%,1,0,1,1.2,199,6,4,4,2,89%,116,50%,1,0,1,Win,13,8,21,6,6,12,7,2,9,6,6,12,7,2,9,0,0,0,0,0,0,0,0,0
